主管单位,报考单位,报考职位,计划招考人数,报考人数,审核通过人数,交费人数
梁平区,梁平区教委,综合管理2,1,12,6,2
梁平区,梁平区司法局,法治建设,1,0,0,0
梁平区,梁平区住房和城乡建设委员会,综合管理,1,3,1,1
梁平区,梁平区交通运输委,综合管理,2,8,5,0
梁平区,梁平区农业农村委,中药材管理,1,16,11,3
梁平区,梁平区农业农村委,综合管理,1,7,7,3
梁平区,梁平区文化旅游委,综合管理,1,30,19,6
梁平区,梁平区市场监督管理局,基层药品监管,1,8,4,2
梁平区,梁平区市场监督管理局,基层食品监管,1,10,3,1
梁平区,梁平区市场监督管理局,基层特种设备监管,1,10,7,3
梁平区,梁平区市场监督管理局,基层知识产权,1,0,0,0
梁平区,梁平区科学技术协会（参照）,财务管理,1,7,3,2
梁平区,梁平区民政局婚姻登记处（参照）,综合管理1,1,4,2,0
梁平区,梁平区民政局婚姻登记处（参照）,综合管理2,1,7,3,2
梁平区,梁平区救助管理站（参照）,综合管理,1,3,3,0
梁平区,梁平区财务结算中心（参照）,预算管理1,1,4,2,1
梁平区,梁平区财务结算中心（参照）,预算管理2,1,4,4,2
梁平区,梁平区财务结算中心（参照）,预算管理3,1,3,2,0
梁平区,梁平区财务结算中心（参照）,预算管理4,1,4,2,1
梁平区,梁平区财务结算中心（参照）,预算管理5,1,1,0,0
梁平区,梁平区国库集中支付中心（参照）,财务管理,1,3,3,0
梁平区,梁平区就业和人才中心（参照）,财务管理,1,8,2,0
梁平区,梁平区社会保险事务中心（参照）,工伤待遇管理,1,1,1,0
梁平区,梁平区社会保险事务中心（参照）,综合管理1,1,2,1,0
梁平区,梁平区社会保险事务中心（参照）,综合管理2,1,25,15,6
梁平区,梁平区劳动人事争议仲裁院（参照）,劳动保障监察1,1,5,3,1
梁平区,梁平区劳动人事争议仲裁院（参照）,劳动保障监察2,1,4,1,0
梁平区,梁平区劳动人事争议仲裁院（参照）,财务管理,1,5,2,1
梁平区,梁平区人口和计划生育药具管理中心（参照）,综合管理,1,0,0,0
梁平区,梁平区社会经济调查队（参照）,综合管理,1,3,3,2
梁平区,梁平区医疗保障事务中心（参照）,基金监管,1,5,3,0
梁平区,梁平区城市管理综合行政执法支队（参照）,城市管理执法1,2,6,4,1
梁平区,梁平区城市管理综合行政执法支队（参照）,城市管理执法2,2,11,6,2
梁平区,梁平区城市管理综合行政执法支队（参照）,城市管理执法3,1,2,0,0
梁平区,梁平区交通运输综合行政执法支队（参照）,交通运输执法1,1,7,4,2
梁平区,梁平区交通运输综合行政执法支队（参照）,交通运输执法2,1,5,4,0
梁平区,梁平区农业综合行政执法支队（参照）,种养殖执法1,1,5,4,2
梁平区,梁平区农业综合行政执法支队（参照）,种养殖执法2,1,6,5,1
梁平区,梁平区农业综合行政执法支队（参照）,农业机械执法,1,6,3,1
梁平区,梁平区农业综合行政执法支队（参照）,综合管理,1,0,0,0
梁平区,梁平区应急管理综合行政执法支队（参照）,应急执法,1,4,2,0
梁平区,梁平区文化市场综合行政执法支队（参照）,文化执法,2,25,14,5
梁平区,梁平区公安局,基层执法勤务1,4,5,4,0
梁平区,梁平区公安局,基层执法勤务2,1,7,1,0
梁平区,梁平区公安局,基层执法勤务3,1,7,1,1
梁平区,梁平区公安局,基层警务技术（网络安全管理）,3,16,6,1
武隆区,武隆区江口镇人民政府,综合管理,1,17,7,4
武隆区,武隆区凤山街道办事处,综合管理,1,14,3,1
武隆区,武隆区仙女山街道办事处,基层党建,1,14,8,1
武隆区,武隆区监委派出监察室,纪检监察1,1,2,1,0
武隆区,武隆区监委派出监察室,纪检监察2,1,1,0,0
武隆区,武隆区委办公室,综合管理,1,1,0,0
武隆区,武隆区委统战部,综合管理,1,1,1,0
武隆区,武隆区委社会工作部,综合管理,1,7,3,2
武隆区,武隆区委巡察办,纪检监察,1,0,0,0
武隆区,武隆区仙女山旅游度假区管理委员会,综合管理,1,11,1,1
武隆区,武隆区发展改革委,工程管理1,1,7,3,0
武隆区,武隆区发展改革委,工程管理2,1,4,2,0
武隆区,武隆区民政局,综合管理,1,6,0,0
武隆区,武隆区司法局,司法助理员1,2,8,3,1
武隆区,武隆区司法局,司法助理员2,2,5,0,0
武隆区,武隆区司法局,司法助理员3,1,3,2,0
武隆区,武隆区农业农村委,乡村旅游设计,1,19,4,0
武隆区,武隆区农业农村委,农产品质量安全管理,1,6,3,0
武隆区,武隆区商务委,综合管理,1,11,3,2
武隆区,武隆区应急管理局,信息宣传,1,5,1,0
武隆区,武隆区市场监管局,特种设备监管1,1,11,3,1
武隆区,武隆区市场监管局,特种设备监管2,1,3,0,0
武隆区,武隆区市场监管局,食药品监管1,1,7,2,1
武隆区,武隆区市场监管局,食药品监管2,1,7,1,1
武隆区,武隆区市场监管局,市场监管1,1,4,3,2
武隆区,武隆区市场监管局,市场监管2,1,3,1,1
武隆区,武隆区市场监管局,市场监管3,1,7,1,0
武隆区,武隆区侨联（参照）,财务管理,1,6,2,2
武隆区,共青团武隆区委员会（参照）,综合管理,1,3,1,1
武隆区,武隆区供销合作社（参照）,企业（财务）管理,1,2,2,1
武隆区,武隆区社会保险事务中心（参照）,信息管理,1,2,1,0
武隆区,武隆区城乡居民最低生活保障中心（参照）,综合管理,1,1,1,0
武隆区,武隆区财政国库支付中心（参照）,支付管理1,1,2,0,0
武隆区,武隆区财政国库支付中心（参照）,支付管理2,1,3,1,0
武隆区,武隆区乡镇财政管理中心（参照）,财务管理1,1,3,1,0
武隆区,武隆区乡镇财政管理中心（参照）,财务管理2,2,3,0,0
武隆区,武隆区乡镇财政管理中心（参照）,财务管理3,2,5,2,1
武隆区,武隆区道路运输管理处（参照）,综合管理1,1,3,2,2
武隆区,武隆区道路运输管理处（参照）,综合管理2,1,1,0,0
武隆区,武隆区农村合作经济管理站（参照）,农业经济管理,1,3,0,0
武隆区,武隆区军队离退休干部管理服务中心（参照）,综合管理,1,6,3,3
武隆区,武隆区国资管理中心（参照）,综合管理,2,14,6,2
武隆区,武隆区森林病虫害防治检疫站（参照）,综合管理,1,4,3,3
武隆区,武隆区生态环境保护综合行政执法支队（参照）,行政执法,1,0,0,0
武隆区,武隆区城市管理综合行政执法支队（参照）,行政执法1,1,0,0,0
武隆区,武隆区城市管理综合行政执法支队（参照）,行政执法2,1,1,0,0
武隆区,武隆区城市管理综合行政执法支队（参照）,行政执法3,1,8,5,3
武隆区,武隆区城市管理综合行政执法支队（参照）,行政执法4,1,3,2,0
武隆区,武隆区交通运输综合行政执法支队（参照）,行政执法1,1,5,3,1
武隆区,武隆区交通运输综合行政执法支队（参照）,行政执法2,1,0,0,0
武隆区,武隆区交通运输综合行政执法支队（参照）,行政执法3,1,0,0,0
武隆区,武隆区农业综合行政执法支队（参照）,农业执法1,3,30,18,4
武隆区,武隆区农业综合行政执法支队（参照）,农业执法2,1,6,4,3
武隆区,武隆区公安局,基层执法勤务1,1,16,2,1
武隆区,武隆区公安局,基层执法勤务2,1,0,0,0
武隆区,武隆区公安局,基层执法勤务3,1,1,1,0
武隆区,武隆区公安局,基层执法勤务4,1,3,1,1
武隆区,武隆区公安局,基层执法勤务5,1,4,2,2
武隆区,武隆区公安局,基层执法勤务6,1,0,0,0
万盛经开区,万盛经开区党工委政法委,综合管理1,1,2,2,0
万盛经开区,万盛经开区党工委政法委,综合管理2,1,4,2,0
万盛经开区,万盛经开区科学技术协会（参照）,综合管理,1,6,2,0
万盛经开区,万盛经开区国库集中收付中心（参照）,财政管理1,1,2,1,0
万盛经开区,万盛经开区国库集中收付中心（参照）,财政管理2,1,1,1,1
万盛经开区,万盛经开区国库集中收付中心（参照）,财政管理3,1,3,1,1
万盛经开区,万盛经开区国库集中收付中心（参照）,财政管理4,1,1,1,1
万盛经开区,万盛经开区医疗保障事务中心（参照）,监管审核,1,4,3,1
万盛经开区,万盛经开区社会保险事务中心（参照）,财务管理,1,3,2,0
万盛经开区,万盛经开区创业就业和人才中心（参照）,综合管理1,1,3,0,0
万盛经开区,万盛经开区创业就业和人才中心（参照）,综合管理2,1,4,0,0
万盛经开区,万盛经开区建筑施工安全站（参照）,综合管理1,1,0,0,0
万盛经开区,万盛经开区建筑施工安全站（参照）,综合管理2,1,1,0,0
万盛经开区,万盛经开区建筑施工安全站（参照）,法务1,1,1,1,0
万盛经开区,万盛经开区建筑施工安全站（参照）,法务2,1,1,0,0
万盛经开区,万盛经开区军队离休退休干部服务中心（参照）,综合管理,1,3,0,0
万盛经开区,万盛经开区社会经济调查队（参照）,统计调查,1,1,0,0
万盛经开区,万盛经开区机关事务中心（参照）,综合管理,1,1,1,0
万盛经开区,万盛经开区总工会（参照）,综合管理1,1,8,2,0
万盛经开区,万盛经开区总工会（参照）,综合管理2,1,12,4,2
万盛经开区,共青团万盛经开区委员会（参照）,综合管理,1,3,2,1
万盛经开区,万盛经开区生态环境保护综合行政执法支队（参照）,生态环境执法,1,12,7,1
万盛经开区,万盛经开区城市管理综合行政执法支队（参照）,城市管理执法1,1,0,0,0
万盛经开区,万盛经开区城市管理综合行政执法支队（参照）,城市管理执法2,1,2,2,1
万盛经开区,万盛经开区城市管理综合行政执法支队（参照）,城市管理执法3,1,5,2,1
万盛经开区,万盛经开区城市管理综合行政执法支队（参照）,城市管理执法4,1,0,0,0
万盛经开区,万盛经开区城市管理综合行政执法支队（参照）,城市管理执法5,1,6,1,0
万盛经开区,万盛经开区城市管理综合行政执法支队（参照）,城市管理执法6,1,0,0,0
万盛经开区,万盛经开区交通运输综合行政执法支队（参照）,交通运输执法1,1,1,1,1
万盛经开区,万盛经开区交通运输综合行政执法支队（参照）,交通运输执法2,1,9,4,1
万盛经开区,万盛经开区农业综合行政执法支队（参照）,农业执法,1,0,0,0
万盛经开区,万盛经开区应急管理综合行政执法支队（参照）,应急执法,1,3,2,1
城口县,城口县街道机关,综合管理1,1,4,1,0
城口县,城口县街道机关,综合管理2,1,6,0,0
城口县,城口县高楠镇人民政府,综合管理,1,68,13,8
城口县,城口县明中乡人民政府,综合管理,1,64,2,2
城口县,城口县纪委监委,执纪执法1,1,6,1,0
城口县,城口县纪委监委,执纪执法2,1,10,1,1
城口县,城口县纪委监委,综合管理1,1,12,3,1
城口县,城口县纪委监委,综合管理2,1,11,0,0
城口县,城口县民政局,综合管理,1,2,1,0
城口县,城口县司法局,基层司法助理员1,1,2,2,0
城口县,城口县司法局,基层司法助理员2,1,3,3,1
城口县,城口县司法局,司法行政,1,2,0,0
城口县,城口县水利局,综合管理,1,3,2,0
城口县,城口县农业农村委,综合管理1,1,1,1,0
城口县,城口县农业农村委,综合管理2,1,2,0,0
城口县,城口县商务委,综合管理,1,17,12,2
城口县,城口县应急管理局,综合管理,1,1,1,0
城口县,城口县林业局,综合管理,1,1,0,0
城口县,城口县行政事务管理中心（参照）,综合管理,1,16,5,2
城口县,城口县委组织部党员教育中心（参照）,综合管理1,1,3,2,1
城口县,城口县委组织部党员教育中心（参照）,综合管理2,1,3,2,0
城口县,城口县最低生活保障事业管理中心（参照）,综合管理,1,2,0,0
城口县,城口县国有资产管理中心（参照）,综合管理1,1,5,0,0
城口县,城口县国有资产管理中心（参照）,综合管理2,1,5,2,1
城口县,城口县社会保险事务中心（参照）,财务管理,1,4,0,0
城口县,城口县社会保险事务中心（参照）,综合管理,1,2,0,0
城口县,城口县医疗保障服务中心（参照）,综合管理1,1,5,1,1
城口县,城口县医疗保障服务中心（参照）,综合管理2,1,1,0,0
城口县,城口县森林病虫害防治检疫站（参照）,综合管理,1,2,0,0
城口县,城口县天然林保护中心（参照）,综合管理1,1,4,0,0
城口县,城口县天然林保护中心（参照）,综合管理2,1,7,1,0
城口县,城口县生态环境保护综合行政执法支队（参照）,生态执法1,1,1,0,0
城口县,城口县生态环境保护综合行政执法支队（参照）,生态执法2,1,5,0,0
城口县,城口县生态环境保护综合行政执法支队（参照）,生态执法3,1,3,0,0
城口县,城口县城市管理综合行政执法支队（参照）,行政执法1,1,2,2,1
城口县,城口县城市管理综合行政执法支队（参照）,行政执法2,1,4,0,0
城口县,城口县城市管理综合行政执法支队（参照）,行政执法3,1,9,1,0
城口县,城口县城市管理综合行政执法支队（参照）,综合管理,2,22,2,1
城口县,城口县交通运输综合行政执法支队（参照）,综合管理,1,14,6,1
城口县,城口县应急管理综合行政执法支队（参照）,综合管理,1,4,1,0
城口县,城口县公安局,基层执法勤务1,1,2,0,0
城口县,城口县公安局,基层执法勤务2,1,0,0,0
城口县,城口县公安局,基层执法勤务3,1,1,1,0
城口县,城口县公安局,基层执法勤务4,2,12,2,0
丰都县,丰都县乡镇机关,专职武装干事,3,100,1,1
丰都县,丰都县乡镇机关,综合管理1,3,19,0,0
丰都县,丰都县乡镇机关,综合管理2,3,13,0,0
丰都县,丰都县乡镇机关,综合管理3,2,12,0,0
丰都县,丰都县乡镇机关,综合管理4,2,9,0,0
丰都县,丰都县乡镇机关,综合管理5,2,16,0,0
丰都县,丰都县乡镇机关,综合管理6,2,10,0,0
丰都县,丰都县乡镇机关,综合管理7,1,8,0,0
丰都县,丰都县乡镇机关,综合管理8,1,1,0,0
丰都县,丰都县三合街道办事处,综合管理1,1,3,0,0
丰都县,丰都县三合街道办事处,综合管理2,1,1,0,0
丰都县,丰都县名山街道办事处,综合管理1,1,3,0,0
丰都县,丰都县名山街道办事处,综合管理2,1,5,0,0
丰都县,丰都县名山街道办事处,综合管理3,1,21,4,0
丰都县,丰都县纪委监委,纪检监察1,2,7,4,2
丰都县,丰都县纪委监委,纪检监察2,2,4,1,1
丰都县,丰都县纪委监委,纪检监察3,1,0,0,0
丰都县,丰都县财政局,财务管理,1,14,1,1
丰都县,丰都县教育委员会,综合管理1,1,15,2,2
丰都县,丰都县教育委员会,综合管理2,1,20,3,1
丰都县,丰都县司法局,基层司法助理1,1,1,0,0
丰都县,丰都县司法局,基层司法助理2,1,3,1,0
丰都县,丰都县供销合作社联合社（参照）,综合管理1,1,11,2,0
丰都县,丰都县供销合作社联合社（参照）,综合管理2,1,17,5,2
丰都县,丰都县供销合作社联合社（参照）,财务管理,1,8,1,0
丰都县,丰都县红十字会（参照）,综合管理,1,6,1,0
丰都县,丰都县归国华侨联合会（参照）,综合管理1,1,7,2,0
丰都县,丰都县归国华侨联合会（参照）,综合管理2,1,14,3,1
丰都县,丰都县社会科学界联合会（参照）,综合管理,1,13,0,0
丰都县,丰都县市场监督管理局,综合执法1,3,22,1,1
丰都县,丰都县市场监督管理局,综合执法2,3,24,1,0
丰都县,丰都县市场监督管理局,综合执法3,2,30,4,1
丰都县,丰都县市场监督管理局,综合执法4,2,5,0,0
丰都县,丰都县市场监督管理局,综合执法5,1,8,0,0
丰都县,丰都县市场监督管理局,综合执法6,1,12,0,0
丰都县,丰都县市场监督管理局,综合执法7,1,12,1,1
丰都县,丰都县城市管理综合行政执法支队（参照）,综合执法1,1,5,0,0
丰都县,丰都县城市管理综合行政执法支队（参照）,综合执法2,1,1,0,0
丰都县,丰都县农业综合行政执法支队（参照）,财务管理1,1,3,0,0
丰都县,丰都县农业综合行政执法支队（参照）,财务管理2,1,4,1,1
丰都县,丰都县农业综合行政执法支队（参照）,综合执法,1,7,0,0
丰都县,丰都县生态环境保护综合行政执法支队（参照）,综合执法,1,8,1,1
丰都县,丰都县公安局,基层执法勤务1,2,17,3,2
丰都县,丰都县公安局,基层执法勤务2,6,35,2,1
丰都县,丰都县公安局,基层执法勤务3,1,5,0,0
垫江县,垫江县曹回镇人民政府,综合管理,1,3,1,1
垫江县,垫江县周嘉镇人民政府,综合管理1,1,20,11,3
垫江县,垫江县周嘉镇人民政府,综合管理2,1,1,0,0
垫江县,垫江县普顺镇人民政府,综合管理1,1,9,1,0
垫江县,垫江县普顺镇人民政府,综合管理2,1,4,1,0
垫江县,垫江县永安镇人民政府,综合管理1,1,3,0,0
垫江县,垫江县永安镇人民政府,综合管理2,1,19,3,3
垫江县,垫江县杠家镇人民政府,综合管理岗1,1,8,1,0
垫江县,垫江县杠家镇人民政府,综合管理岗2,1,11,3,1
垫江县,垫江县杠家镇人民政府,综合管理岗3,1,5,0,0
垫江县,垫江县大石乡人民政府,综合管理1,1,15,7,3
垫江县,垫江县大石乡人民政府,综合管理2,1,6,1,0
垫江县,垫江县五洞镇人民政府,综合管理,1,1,0,0
垫江县,垫江县高峰镇人民政府,综合管理,1,5,2,1
垫江县,垫江县砚台镇人民政府,综合管理,1,1,0,0
垫江县,垫江县白家镇人民政府,综合管理,1,6,1,0
垫江县,垫江县坪山镇人民政府,综合管理,1,4,1,0
垫江县,垫江县永平镇人民政府,综合管理,1,0,0,0
垫江县,垫江县澄溪街道办事处,综合管理1,1,3,1,1
垫江县,垫江县澄溪街道办事处,综合管理2,1,4,2,2
垫江县,垫江县澄溪街道办事处,综合管理3,1,4,1,1
垫江县,垫江县桂东街道办事处,综合管理1,1,13,3,0
垫江县,垫江县桂东街道办事处,综合管理2,1,7,3,1
垫江县,垫江县桂东街道办事处,综合管理3,1,1,1,0
垫江县,垫江县纪委监委,纪检监察1,1,1,1,0
垫江县,垫江县纪委监委,纪检监察2,1,4,2,0
垫江县,垫江县纪委监委,信息管理,1,8,3,0
垫江县,垫江县纪委监委,监察调查,1,0,0,0
垫江县,垫江县委组织部,综合管理1,1,4,2,0
垫江县,垫江县委组织部,综合管理2,1,6,5,1
垫江县,垫江县委宣传部,综合管理,1,3,0,0
垫江县,垫江县委统战部,综合管理,1,3,0,0
垫江县,垫江县发展改革委,综合管理,1,2,1,0
垫江县,垫江县经济信息委,综合管理,1,9,0,0
垫江县,垫江县司法局,司法助理员1,1,4,0,0
垫江县,垫江县司法局,司法助理员2,1,2,0,0
垫江县,垫江县司法局,司法助理员3,1,0,0,0
垫江县,垫江县水利局,综合管理,1,4,0,0
垫江县,垫江县文化旅游委,综合管理,1,40,5,1
垫江县,垫江县卫生健康委,综合管理1,1,3,0,0
垫江县,垫江县卫生健康委,综合管理2,1,3,0,0
垫江县,垫江县市场监督管理局,行政执法1,1,0,0,0
垫江县,垫江县市场监督管理局,行政执法2,1,0,0,0
垫江县,垫江县市场监督管理局,行政执法3,1,4,1,1
垫江县,垫江县市场监督管理局,行政执法4,1,11,5,2
垫江县,垫江县市场监督管理局,行政执法5,1,16,4,0
垫江县,垫江县市场监督管理局,行政执法6,1,3,0,0
垫江县,垫江县市场监督管理局,行政执法7,1,2,1,1
垫江县,垫江县市场监督管理局,行政执法8,1,7,3,2
垫江县,垫江县委党校（参照）,综合管理,1,2,0,0
垫江县,垫江县档案馆（参照）,综合管理1,1,5,0,0
垫江县,垫江县档案馆（参照）,综合管理2,1,8,3,1
垫江县,垫江县法学会（参照）,综合管理,1,1,0,0
垫江县,垫江县公共资源交易中心（参照）,综合管理,1,13,1,0
垫江县,垫江县救助管理站（参照）,综合管理,1,0,0,0
垫江县,垫江县法律援助中心（参照）,综合管理,1,4,0,0
垫江县,垫江县会计管理核算中心（参照）,综合管理1,1,8,5,3
垫江县,垫江县会计管理核算中心（参照）,综合管理2,1,6,4,1
垫江县,垫江县财政投资评审中心（参照）,综合管理,1,10,4,1
垫江县,垫江县国有资产管理服务中心（参照）,综合管理,1,5,2,1
垫江县,垫江县劳动人事争议仲裁院（参照）,综合管理1,1,1,1,0
垫江县,垫江县劳动人事争议仲裁院（参照）,综合管理2,1,2,0,0
垫江县,垫江县就业和人才中心（参照）,综合管理1,1,6,3,2
垫江县,垫江县就业和人才中心（参照）,综合管理2,1,13,2,1
垫江县,垫江县医疗保障事务中心（参照）,综合管理,1,6,0,0
垫江县,垫江县林木种苗管理站（参照）,综合管理1,1,5,0,0
垫江县,垫江县林木种苗管理站（参照）,综合管理2,1,0,0,0
垫江县,垫江县农村经营管理服务站（参照）,综合管理,1,4,3,0
垫江县,垫江县农机安全监理站（参照）,综合管理,1,10,0,0
垫江县,垫江县生态环境保护综合行政执法支队（参照）,行政执法1,1,0,0,0
垫江县,垫江县生态环境保护综合行政执法支队（参照）,行政执法2,1,0,0,0
垫江县,垫江县城市管理综合行政执法支队（参照）,行政执法1,1,2,1,0
垫江县,垫江县城市管理综合行政执法支队（参照）,行政执法2,1,3,0,0
垫江县,垫江县城市管理综合行政执法支队（参照）,行政执法3,1,5,2,0
垫江县,垫江县城市管理综合行政执法支队（参照）,行政执法4,1,7,2,1
垫江县,垫江县交通运输综合行政执法支队（参照）,行政执法1,1,7,5,1
垫江县,垫江县交通运输综合行政执法支队（参照）,行政执法2,1,0,0,0
垫江县,垫江县交通运输综合行政执法支队（参照）,行政执法3,1,2,1,0
垫江县,垫江县交通运输综合行政执法支队（参照）,行政执法4,1,3,1,0
垫江县,垫江县农业综合行政执法支队（参照）,行政执法1,1,2,0,0
垫江县,垫江县农业综合行政执法支队（参照）,行政执法2,1,1,1,1
垫江县,垫江县应急管理综合行政执法支队（参照）,行政执法1,1,10,7,3
垫江县,垫江县应急管理综合行政执法支队（参照）,行政执法2,1,0,0,0
垫江县,垫江县公安局,基层执法勤务1,4,18,6,2
垫江县,垫江县公安局,基层执法勤务2,2,5,0,0
垫江县,垫江县公安局,基层执法勤务3,2,4,1,0
垫江县,垫江县公安局,基层执法勤务4,1,10,5,1
垫江县,垫江县公安局,基层执法勤务5,1,4,1,0
垫江县,垫江县公安局,基层执法勤务6,2,14,7,5
忠县,忠县乡镇机关,综合管理职位1,2,12,2,0
忠县,忠县乡镇机关,综合管理职位2,2,8,1,1
忠县,忠县乡镇机关,综合管理职位3,2,19,0,0
忠县,忠县乡镇机关,综合管理职位4,2,5,0,0
忠县,忠县乡镇机关,综合管理职位5,2,28,2,0
忠县,忠县乡镇机关,综合管理职位6,2,13,1,0
忠县,忠县乡镇机关,综合管理职位7,1,3,0,0
忠县,忠县乡镇机关,综合管理职位8,1,2,1,0
忠县,忠县乡镇机关,综合管理职位9,3,12,0,0
忠县,忠县乡镇机关,综合管理职位10,3,15,0,0
忠县,忠县乡镇机关,综合管理职位11,2,62,0,0
忠县,忠县乡镇机关,财务管理职位1,3,14,0,0
忠县,忠县乡镇机关,财务管理职位2,3,8,0,0
忠县,忠县忠州街道办事处,综合管理职位1,1,8,1,0
忠县,忠县忠州街道办事处,综合管理职位2,1,2,0,0
忠县,忠县忠州街道办事处,综合管理职位3,1,5,3,0
忠县,忠县忠州街道办事处,综合管理职位4,1,1,1,0
忠县,忠县忠州街道办事处,综合管理职位5,2,19,4,0
忠县,忠县白公街道办事处,综合管理职位1,1,2,0,0
忠县,忠县白公街道办事处,综合管理职位2,1,2,0,0
忠县,忠县白公街道办事处,财务管理职位,1,1,0,0
忠县,忠县乌杨街道办事处,综合管理职位1,2,16,0,0
忠县,忠县乌杨街道办事处,综合管理职位2,2,13,0,0
忠县,忠县乌杨街道办事处,综合管理职位3,1,3,0,0
忠县,忠县乌杨街道办事处,财务管理职位,1,0,0,0
忠县,忠县纪委监委,综合管理职位1,2,5,0,0
忠县,忠县纪委监委,综合管理职位2,2,4,0,0
忠县,忠县纪委监委,综合管理职位3,1,1,1,0
忠县,中共忠县县委宣传部,综合管理职位1,1,5,0,0
忠县,中共忠县县委宣传部,综合管理职位2,1,8,0,0
忠县,忠县教育委员会,综合管理职位1,1,11,0,0
忠县,忠县教育委员会,综合管理职位2,1,5,0,0
忠县,忠县民政局,综合管理职位,1,5,0,0
忠县,忠县司法局,司法助理员职位1,1,2,0,0
忠县,忠县司法局,司法助理员职位2,1,0,0,0
忠县,忠县司法局,司法助理员职位3,1,0,0,0
忠县,忠县财政局,财务管理职位1,1,3,0,0
忠县,忠县财政局,财务管理职位2,1,2,0,0
忠县,忠县科学技术局,综合管理职位,1,7,0,0
忠县,忠县规划和自然资源局,综合管理职位1,1,26,0,0
忠县,忠县规划和自然资源局,综合管理职位2,1,7,0,0
忠县,忠县规划和自然资源局,综合管理职位3,1,2,0,0
忠县,忠县规划和自然资源局,综合管理职位4,1,4,0,0
忠县,忠县规划和自然资源局,综合管理职位5,1,8,0,0
忠县,忠县住房和城乡建设委员会,综合管理职位,1,10,0,0
忠县,忠县水利局,法制审核职位,1,0,0,0
忠县,忠县水利局,综合管理职位,1,13,4,1
忠县,忠县农业农村委员会,综合管理职位,1,4,3,0
忠县,忠县商务委员会,综合管理职位,1,7,1,0
忠县,忠县林业局,综合管理职位,1,3,2,0
忠县,忠县市场监督管理局,基层监管执法职位1,1,4,0,0
忠县,忠县市场监督管理局,基层监管执法职位2,1,2,0,0
忠县,忠县市场监督管理局,基层监管执法职位3,1,10,0,0
忠县,忠县市场监督管理局,基层监管执法职位4,1,5,0,0
忠县,忠县市场监督管理局,基层监管执法职位5,1,4,0,0
忠县,忠县市场监督管理局,基层监管执法职位6,1,2,0,0
忠县,忠县党史和地方志研究室（参照）,综合管理职位,1,5,0,0
忠县,忠县总工会（参照）,综合管理职位,1,2,1,0
忠县,忠县科学技术协会（参照）,综合管理职位,1,4,0,0
忠县,忠县文学艺术界联合会（参照）,综合管理职位,1,13,0,0
忠县,忠县计划生育协会（参照）,综合管理职位,1,3,0,0
忠县,忠县政务事务中心（参照）,财务管理职位,1,2,0,0
忠县,忠县非税收入征收中心（参照）,财务管理职位1,1,1,0,0
忠县,忠县非税收入征收中心（参照）,财务管理职位2,1,4,0,0
忠县,忠县会计集中核算中心（参照）,财务管理职位,1,1,0,0
忠县,忠县社会保险事务中心（参照）,综合管理职位1,1,6,0,0
忠县,忠县社会保险事务中心（参照）,综合管理职位2,1,7,0,0
忠县,忠县就业和人才中心（参照）,财务管理职位1,1,1,0,0
忠县,忠县就业和人才中心（参照）,财务管理职位2,1,1,0,0
忠县,忠县城市建设促进中心（参照）,综合管理职位,1,2,0,0
忠县,忠县农村经济经营管理站（参照）,综合管理职位,1,1,0,0
忠县,忠县果业发展中心（参照）,果树管理职位,1,5,0,0
忠县,忠县医疗保障事务中心（参照）,综合管理职位,1,19,0,0
忠县,忠县生态环境保护综合行政执法支队（参照）,行政执法职位1,1,2,0,0
忠县,忠县生态环境保护综合行政执法支队（参照）,行政执法职位2,1,7,0,0
忠县,忠县城市管理综合行政执法支队（参照）,基层执法职位1,1,2,0,0
忠县,忠县城市管理综合行政执法支队（参照）,基层执法职位2,1,4,0,0
忠县,忠县城市管理综合行政执法支队（参照）,基层执法职位3,1,1,0,0
忠县,忠县城市管理综合行政执法支队（参照）,基层执法职位4,1,2,0,0
忠县,忠县交通运输综合行政执法支队（参照）,基层执法职位1,1,2,0,0
忠县,忠县交通运输综合行政执法支队（参照）,基层执法职位2,1,1,0,0
忠县,忠县交通运输综合行政执法支队（参照）,基层执法职位3,1,2,0,0
忠县,忠县交通运输综合行政执法支队（参照）,基层执法职位4,1,1,0,0
忠县,忠县交通运输综合行政执法支队（参照）,基层执法职位5,1,4,0,0
忠县,忠县交通运输综合行政执法支队（参照）,基层执法职位6,1,4,0,0
忠县,忠县农业综合行政执法支队（参照）,农业执法职位,1,2,0,0
忠县,忠县农业综合行政执法支队（参照）,财务管理职位,1,1,0,0
忠县,忠县应急管理综合行政执法支队（参照）,基层执法职位1,1,0,0,0
忠县,忠县应急管理综合行政执法支队（参照）,基层执法职位2,1,2,0,0
云阳县,云阳县江口镇人民政府,信息技术,1,8,0,0
云阳县,云阳县江口镇人民政府,经济发展1,1,10,0,0
云阳县,云阳县江口镇人民政府,经济发展2,1,2,0,0
云阳县,云阳县江口镇人民政府,城乡建设,1,8,0,0
云阳县,云阳县南溪镇人民政府,经济发展1,1,4,0,0
云阳县,云阳县南溪镇人民政府,经济发展2,1,4,0,0
云阳县,云阳县南溪镇人民政府,信息技术,1,5,0,0
云阳县,云阳县凤鸣镇人民政府,经济发展,1,12,0,0
云阳县,云阳县凤鸣镇人民政府,信息技术,1,6,0,0
云阳县,云阳县高阳镇人民政府,经济发展,1,6,0,0
云阳县,云阳县平安镇人民政府,财务管理,1,3,0,0
